id,text,original_label,binary_label,source,language_hint,split,normalized_text,flagged_tokens,prediction
hasoc_proxy-7082,@Yankees team sucks,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,team sucks,[],Bullying
hasoc_proxy-9910,RT @LeezyTheWarrior: Can't be letting them messy hoes mess with yo business...,HOF,Bullying,hasoc_proxy,latin,unspecified,rt can t be letting them messy hoes mess with yo business,[],Non-Bullying
hasoc_proxy-2780,I think a lot of bitches don't smile in their selfies because their breath stinks and they don't want to steam up their front cameras,HOF,Bullying,hasoc_proxy,latin,unspecified,i think a lot of bitches don t smile in their selfies because their breath stinks and they don t want to steam up their front cameras,[],Non-Bullying
hasoc_proxy-8601,"Och hoe wonderbaarlijk dat Jan het alweer met n Marokkaanse BNer aan de stok heeft. Na Fatima, Lamyea, Tofik, nu ook Abdelka te min gevonden",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima, lamyea, tofik, nu ook abdelka te min gevonden",[],Bullying
hasoc_proxy-254,@Ilovebamf is my big long lost brother I swear. I don't know what I'd do without this wetback.,HOF,Bullying,hasoc_proxy,latin,unspecified,is my big long lost brother i swear i don t know what i d do without this wetback,[],Non-Bullying
hasoc_proxy-8342,Photo: deafreaperventus: wayward-sons-and-fallen-angels: murderous-crows: *gay intensifies* are you saying... http://t.co/qbktWtWFCY,HOF,Bullying,hasoc_proxy,latin,unspecified,photo deafreaperventus waywardsonsandfallenangels murderouscrows gay intensifies are you saying,[],Non-Bullying
hasoc_proxy-3837,@That1guyJeff thank you. I hate you. Eat poison. Fall down. Run face first into a wall. Yankees missed the playoffs.,HOF,Bullying,hasoc_proxy,latin,unspecified,thank you i hate you eat poison fall down run face first into a wall yankees missed the playoffs,[],Non-Bullying
hasoc_proxy-11030,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",HOF,Bullying,hasoc_proxy,latin,unspecified,y all hire colored folk? only work half da day and throw da mail in da sewer if we ain t done,[],Non-Bullying
hasoc_proxy-1822,@dinneny is out of his goddamn bird trying to say YoBurger is better than 5 guys,HOF,Bullying,hasoc_proxy,latin,unspecified,is out of his goddamn bird trying to say yoburger is better than 5 guys,[],Non-Bullying
hasoc_proxy-2718,Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,horny called me asking her to buy her a drink this morning and then this jiggaboo walks in with a sonic drink in her hand done,[],Bullying
hasoc_proxy-80,"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke.",HOF,Bullying,hasoc_proxy,latin,unspecified,"rt oreos first you twist it, then you aw crap, it broke",[],Non-Bullying
hasoc_proxy-7570,At all my ritz crackers. Idk what to do with myself anymore.,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,at all my ritz crackers idk what to do with myself anymore,[],Bullying
hasoc_proxy-2822,@kim92493 @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim,HOF,Bullying,hasoc_proxy,latin,unspecified,i was implying you we re the bro amp them two aint nothin but lil hoesc mon now i or you kim,[],Non-Bullying
hasoc_proxy-9787,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,HOF,Bullying,hasoc_proxy,latin,unspecified,cants da coloreds and da white folk gets along? we all be da same cept da colored men gots da bigga dicks,[],Non-Bullying
hasoc_proxy-4389,Only white trash watch hockey.,HOF,Bullying,hasoc_proxy,latin,unspecified,only white trash watch hockey,[],Non-Bullying
hasoc_proxy-6847,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",HOF,Bullying,hasoc_proxy,latin,unspecified,"that s not a duck face, that s the result of me walking into a pole once while i was tweeting that you re a retard",[],Non-Bullying
hasoc_proxy-1172,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,HOF,Bullying,hasoc_proxy,latin,unspecified,apaches 30 mm rounds turn jihadis into tomato soup,[],Non-Bullying
hasoc_proxy-8059,shout out to pullz cuz I kno if I was trash he would have kept it a buck... I swear he had every I made jus cuz n actually bump dem too,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,shout out to pullz cuz i kno if i was trash he would have kept it a buck i swear he had every i made jus cuz n actually bump dem too,[],Bullying
hasoc_proxy-6531,"@AnnaComan2 she was the principle for a ghetto elementary school, I doubt it. But fingers crossed&#128527;",HOF,Bullying,hasoc_proxy,latin,unspecified,"she was the principle for a ghetto elementary school, i doubt it but fingers crossed 128527",[],Non-Bullying
hasoc_proxy-7295,@ZachIrving I called people kikes and a lot of fucks,HOF,Bullying,hasoc_proxy,latin,unspecified,i called people kikes and a lot of fucks,[],Non-Bullying
hasoc_proxy-7941,The boy who shot albino deer http://t.co/D4XajBEIb1,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,the boy who shot albino deer,[],Bullying
hasoc_proxy-10153,Gov. Rick Scott Kicks Charlie Crist&#8217;s Ass http://t.co/YasZ6yXfwc http://t.co/RDmCnzyGbE,HOF,Bullying,hasoc_proxy,latin,unspecified,gov rick scott kicks charlie crist 8217 s ass,[],Non-Bullying
hasoc_proxy-1304,stuffed her like an Oreo http://t.co/mPAjkWJbZp,HOF,Bullying,hasoc_proxy,latin,unspecified,stuffed her like an oreo,[],Non-Bullying
hasoc_proxy-11599,Todays Spy Ops ( A country guy with big feet. I lv to lick his soles n hv soles on my cock ) http://t.co/baEeMot812,HOF,Bullying,hasoc_proxy,latin,unspecified,todays spy ops a country guy with big feet i lv to lick his soles n hv soles on my cock,[],Non-Bullying
hasoc_proxy-6159,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,HOF,Bullying,hasoc_proxy,latin,unspecified,johnny rebel if i could be a nigger for a day,[],Non-Bullying
hasoc_proxy-2294,Dis nicca lame,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,dis nicca lame,[],Bullying
hasoc_proxy-9453,"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"daniel, there s no cow tipping and hoe downs in jackson this city living lol",[],Bullying
hasoc_proxy-8042,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",HOF,Bullying,hasoc_proxy,latin,unspecified,"pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day",[],Non-Bullying
hasoc_proxy-10578,@SoWavyTee hey Hun!,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,hey hun!,[],Bullying
hasoc_proxy-4992,&#8220;@WillyC14_: &#8220;@urbie_6: #SingleBecause ill find a cute hoosier to date next year &#128527;&#8221; @Tgold32&#8221; @connorbradley,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,8220 8220 singlebecause ill find a cute hoosier to date next year 128527 8221 8221,[],Bullying
hasoc_proxy-1348,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN,HOF,Bullying,hasoc_proxy,latin,unspecified,jus wanted to let y 225 ll know hope the hurricane kills your soca sunday trash lordwillin,[],Non-Bullying
hasoc_proxy-11524,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im",[],Bullying
hasoc_proxy-7207,"RT @socass_: &#8220;@00sexilexi00: @socass_ I SANG FOR YOU, YOU NAZI&#8221;

*beaner",HOF,Bullying,hasoc_proxy,latin,unspecified,"rt 8220 i sang for you, you nazi 8221 beaner",[],Non-Bullying
hasoc_proxy-11151,RT @sadiiex_: @Vnxthny I am taking you serious.... Kik me back nigger,HOF,Bullying,hasoc_proxy,latin,unspecified,rt i am taking you serious kik me back nigger,[],Non-Bullying
hasoc_proxy-8913,"@lexhound @discordianslip @87pest Nah, they would probably call you out for being the obsessed faggot you are also. Nice try though.",HOF,Bullying,hasoc_proxy,latin,unspecified,"nah, they would probably call you out for being the obsessed faggot you are also nice try though",[],Non-Bullying
hasoc_proxy-6313,RT @shikeattike: Nah bitch you ain't just gone go off on me and just want me back 5 minutes later. I'm playing 2k until further notice,HOF,Bullying,hasoc_proxy,latin,unspecified,rt nah bitch you ain t just gone go off on me and just want me back 5 minutes later i m playing 2k until further notice,[],Non-Bullying
hasoc_proxy-4404,RT @Things4WhitePpl: Being pussy-whipped http://t.co/55BxG7PBNG,HOF,Bullying,hasoc_proxy,latin,unspecified,rt being pussywhipped,[],Non-Bullying
hasoc_proxy-7096,In redneck land ;) #Tennessee,HOF,Bullying,hasoc_proxy,latin,unspecified,in redneck land tennessee,[],Non-Bullying
hasoc_proxy-4506,Bbl gonna go sob over gay bird babies.,HOF,Bullying,hasoc_proxy,latin,unspecified,bbl gonna go sob over gay bird babies,[],Non-Bullying
hasoc_proxy-2635,"was just informed that ""crunk ain't dead ho!""&#8230; lol okay sure",HOF,Bullying,hasoc_proxy,latin,unspecified,was just informed that crunk ain t dead ho! 8230 lol okay sure,[],Non-Bullying
hasoc_proxy-10498,@tjdunn23 you're such a darkie.,HOF,Bullying,hasoc_proxy,latin,unspecified,you re such a darkie,[],Non-Bullying
hasoc_proxy-8549,@maccabeez thanks...bitch.,HOF,Bullying,hasoc_proxy,latin,unspecified,thanksbitch,[],Non-Bullying
hasoc_proxy-8335,These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?,HOF,Bullying,hasoc_proxy,latin,unspecified,these girls going to school with all kind og aquatic colored weaves in their headfuck going on?,[],Non-Bullying
hasoc_proxy-9097,@JerGucci she can suck dick tho that's better than brownies,HOF,Bullying,hasoc_proxy,latin,unspecified,she can suck dick tho that s better than brownies,[],Non-Bullying
hasoc_proxy-1971,"My nigguh
Me naturally forever be fly!",HOF,Bullying,hasoc_proxy,latin,unspecified,my nigguh me naturally forever be fly!,[],Non-Bullying
hasoc_proxy-6726,@yobritttany wagon burner! Jk jk you did look pretty Latino here,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,wagon burner! jk jk you did look pretty latino here,[],Bullying
hasoc_proxy-3971,RT @nicky0472: @rickahyatt @1visionamd who better 2 b the Manchurian candidate. Think abt it we bitch abt his policy and he screams racism.&#8230;,HOF,Bullying,hasoc_proxy,latin,unspecified,rt who better 2 b the manchurian candidate think abt it we bitch abt his policy and he screams racism 8230,[],Non-Bullying
hasoc_proxy-6715,Alright your time is up RT @EvilJeanyis: Cheesecake trash,HOF,Bullying,hasoc_proxy,latin,unspecified,alright your time is up rt cheesecake trash,[],Non-Bullying
hasoc_proxy-2701,RT @jessielee1028: @Hawkdaddy300 @GavinMHawks21 @Ur_Boy_George yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo&#8230;,HOF,Bullying,hasoc_proxy,latin,unspecified,rt yeah i don t think that s okayfuckin drop it you shouldn t even joke abo 8230,[],Non-Bullying
hasoc_proxy-8961,I been in this hospital since 6 I'm just tryna stay awake for 2more hrs then I can sip this D'usse and party with the rest of the coons,HOF,Bullying,hasoc_proxy,latin,unspecified,i been in this hospital since 6 i m just tryna stay awake for 2more hrs then i can sip this d usse and party with the rest of the coons,[],Non-Bullying
hasoc_proxy-1233,Omg I will just go to Charlie Bear to twerk team I fucks with them,HOF,Bullying,hasoc_proxy,latin,unspecified,omg i will just go to charlie bear to twerk team i fucks with them,[],Non-Bullying
hasoc_proxy-741,"@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"fake pics get off my tl, u r dismissed muzzie",[],Bullying
hasoc_proxy-2596,Oh it's coon bike week in Charlotte ok makes sense now,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,oh it s coon bike week in charlotte ok makes sense now,[],Bullying
hasoc_proxy-7256,@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?,HOF,Bullying,hasoc_proxy,latin,unspecified,do birds have a 72 out of wedlock rate? is it white fathers that are running away?,[],Non-Bullying
hasoc_proxy-9603,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",HOF,Bullying,hasoc_proxy,latin,unspecified,i m not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup,[],Non-Bullying
hasoc_proxy-11614,@SteveStockmanTX @toddstarnes oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger,HOF,Bullying,hasoc_proxy,latin,unspecified,oh i see part of a giant govt take over eh stockboy you are a joke of a representative dumb teabagger,[],Non-Bullying
hasoc_proxy-9941,RT @Swishas_Erbs: &#8220;@Vonteeeeee: 90% of the black girls at my school are ghetto AF&#8221; 98.6%,HOF,Bullying,hasoc_proxy,latin,unspecified,rt 8220 90 of the black girls at my school are ghetto af 8221 986,[],Non-Bullying
hasoc_proxy-10047,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO,HOF,Bullying,hasoc_proxy,latin,unspecified,what a wetback looks like when he gets caught crossing the border,[],Non-Bullying
hasoc_proxy-626,@NyJusDntGAF just like a nig to come home when ever they want,HOF,Bullying,hasoc_proxy,latin,unspecified,just like a nig to come home when ever they want,[],Non-Bullying
hasoc_proxy-10383,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers)),HOF,Bullying,hasoc_proxy,latin,unspecified,bruh we can finally roll like rednecks drug dealers,[],Non-Bullying
hasoc_proxy-3424,RT @05proFESSOR: Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries,HOF,Bullying,hasoc_proxy,latin,unspecified,rt columbus found america and we killed some injuns sincethecubswonaworldseries,[],Non-Bullying
hasoc_proxy-4070,Ayy Carlton is a ghetto school now #SwitchedAtBirth,HOF,Bullying,hasoc_proxy,latin,unspecified,ayy carlton is a ghetto school now switchedatbirth,[],Non-Bullying
hasoc_proxy-3871,The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM,HOF,Bullying,hasoc_proxy,latin,unspecified,the reason shelby hates sandwiches is because he is a queer,[],Non-Bullying
hasoc_proxy-5398,RT @SirJakel: The awkward moment when you're changing in the gym and your penis head slips through the slit of your boxers.,HOF,Bullying,hasoc_proxy,latin,unspecified,rt the awkward moment when you re changing in the gym and your penis head slips through the slit of your boxers,[],Non-Bullying
hasoc_proxy-6655,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,my teacher always says has a man ever abused his wife while using marijuana? not unless she hides the oreo cookies then she deserves it,[],Bullying
hasoc_proxy-5419,@HuntsTheWind I wonder if I have my very own NSA spook following me by now?,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,i wonder if i have my very own nsa spook following me by now?,[],Bullying
hasoc_proxy-918,Niggaz been making trash lately. Well not everybody but some lol,HOF,Bullying,hasoc_proxy,latin,unspecified,niggaz been making trash lately well not everybody but some lol,[],Non-Bullying
hasoc_proxy-11152,Sexy ass yellow bone,HOF,Bullying,hasoc_proxy,latin,unspecified,sexy ass yellow bone,[],Non-Bullying
hasoc_proxy-10305,RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,rt dudes built like a crushed twinkie,[],Bullying
hasoc_proxy-10246,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,they say one man s trash is the next man s treasure where one finds pain the next might find pleasure,[],Bullying
hasoc_proxy-5878,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,8220 i get paid too chill 8221 share the wealth lil nicca,[],Bullying
hasoc_proxy-9867,"I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!",HOF,Bullying,hasoc_proxy,latin,unspecified,"i hate the fing bus, i hate the fing bus, high ho the dairy0 i hate the fing bus!",[],Non-Bullying
hasoc_proxy-6316,Charlie not fukin around in Austin.. Every week somebody getting kicked off the team.,HOF,Bullying,hasoc_proxy,latin,unspecified,charlie not fukin around in austin every week somebody getting kicked off the team,[],Non-Bullying
hasoc_proxy-10074,"Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.",HOF,Bullying,hasoc_proxy,latin,unspecified,"anyone want to share their thoughts on their mock draft?? just kidding shut your filthy damned mouth, you clods",[],Non-Bullying
hasoc_proxy-3821,mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2,HOF,Bullying,hasoc_proxy,latin,unspecified,mickeyblowsyourmind who wants to be a skype group with a bunch of offensive new york city queer folk me!.,[],Non-Bullying
hasoc_proxy-11273,@ToWherever yay im a whitey :3,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,yay im a whitey 3,[],Bullying
hasoc_proxy-4809,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,HOF,Bullying,hasoc_proxy,latin,unspecified,is there a full moon out? crazyassholes out in full force and i m not talking about muzzies or liberals 8252 65039 and i m in the mood to oblige,[],Non-Bullying
hasoc_proxy-302,The only part of the awards that I liked was the dykes part of the cypher &amp; the old skool female MCs.,HOF,Bullying,hasoc_proxy,latin,unspecified,the only part of the awards that i liked was the dykes part of the cypher amp the old skool female mcs,[],Non-Bullying
hasoc_proxy-8010,RT @ireland_roseee: @savanigga half of it will be about how you became ghetto in Compton.,HOF,Bullying,hasoc_proxy,latin,unspecified,rt half of it will be about how you became ghetto in compton,[],Non-Bullying
hasoc_proxy-9166,@CeeRoss negro please...I got a job now lmao,HOF,Bullying,hasoc_proxy,latin,unspecified,negro pleasei got a job now lmao,[],Non-Bullying
hasoc_proxy-8054,@nerissaloren not home. Headed to work sorry ho,HOF,Bullying,hasoc_proxy,latin,unspecified,not home headed to work sorry ho,[],Non-Bullying
hasoc_proxy-3784,I don't know what you been told but I love them project hoes,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,i don t know what you been told but i love them project hoes,[],Bullying
hasoc_proxy-4775,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;",HOF,Bullying,hasoc_proxy,latin,unspecified,"rt while the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful",[],Non-Bullying
hasoc_proxy-6996,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,rt us ghettosdriven by liberal ideology forged by unions amp bankrupted by selfserving dems catering 2parasites! tcot,[],Bullying
hasoc_proxy-11138,&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,HOF,Bullying,hasoc_proxy,latin,unspecified,128347 is the most important thing all this temporary bullshit and lies is fa the birds kill that !,[],Non-Bullying
hasoc_proxy-4302,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt",HOF,Bullying,hasoc_proxy,latin,unspecified,"jennifer lawrence s nudes so trash im still smashin though, no doubt",[],Non-Bullying
hasoc_proxy-5543,Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,do you know where i grew up skippy?,[],Bullying
hasoc_proxy-1990,If someone is part of 'James X' then he's a white trash cultist.,HOF,Bullying,hasoc_proxy,latin,unspecified,if someone is part of james x then he s a white trash cultist,[],Non-Bullying
hasoc_proxy-5706,"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts.",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"don t like to trash talking either way but to be fair, that s just on twitter i m having a ball on texts",[],Bullying
hasoc_proxy-8043,@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,HOF,Bullying,hasoc_proxy,latin,unspecified,wetback 128513 128514 128514 128514 128514 128557,[],Non-Bullying
hasoc_proxy-11418,"RT @ella__fraser: When you clam up, my survival instinct is to kick the door shut",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"rt when you clam up, my survival instinct is to kick the door shut",[],Bullying
hasoc_proxy-4144,"""Is that an albino Mexican?""
""No dad, he's Asian.""",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,"is that an albino mexican? no dad, he s asian",[],Bullying
hasoc_proxy-862,I really want a girl to make me some brownies &#128553;&#128557;,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,i really want a girl to make me some brownies 128553 128557,[],Bullying
hasoc_proxy-3022,&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!,HOF,Bullying,hasoc_proxy,latin,unspecified,gt lt .. rt metal monkey balls!,[],Non-Bullying
hasoc_proxy-9312,@Tristine214 I tried one of them pom pomegranate juices n I swear it tasted like flavored piss.........dont ask lol,HOF,Bullying,hasoc_proxy,latin,unspecified,i tried one of them pom pomegranate juices n i swear it tasted like flavored pissdont ask lol,[],Non-Bullying
hasoc_proxy-8109,RT @YVNGRVPVNZEL: sundy a old school ho tho,HOF,Bullying,hasoc_proxy,latin,unspecified,rt sundy a old school ho tho,[],Non-Bullying
hasoc_proxy-9539,"I got .05"" of rain yesterday including the bird shit in my gauge.",HOF,Bullying,hasoc_proxy,latin,unspecified,i got .05 of rain yesterday including the bird shit in my gauge,[],Non-Bullying
hasoc_proxy-6848,RT @SnipersInPeril: @ShinSnipes happy birthday my little cotton picker,HOF,Bullying,hasoc_proxy,latin,unspecified,rt happy birthday my little cotton picker,[],Non-Bullying
hasoc_proxy-485,"@Mr_Lewis_ @brookebrooklyn_ ohh yaa, he wants Brooke to be his pinkie toe so he can bang it on the coffee table. What a twat!! Lol",HOF,Bullying,hasoc_proxy,latin,unspecified,"ohh yaa, he wants brooke to be his pinkie toe so he can bang it on the coffee table what a twat!! lol",[],Non-Bullying
hasoc_proxy-5972,Can't take u coons nowhere &amp; I mean nowhere,HOF,Bullying,hasoc_proxy,latin,unspecified,can t take u coons nowhere amp i mean nowhere,[],Non-Bullying
hasoc_proxy-7482,"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko

&#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;",HOF,Bullying,hasoc_proxy,latin,unspecified,191 como se llama el ni 241 o m 225 s delgado de jap 243 n? yocomo poko 164 176 164 176 gino 176 164 176 164,[],Non-Bullying
hasoc_proxy-6477,My flow retarded &#128526;,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,my flow retarded 128526,[],Bullying
hasoc_proxy-5532,"RT @SweetHunnieLips: Lookie here folks

I'm not a chocolate, thick, natural haired female

Nudes=trash",HOF,Bullying,hasoc_proxy,latin,unspecified,"rt lookie here folks i m not a chocolate, thick, natural haired female nudes trash",[],Non-Bullying
hasoc_proxy-1364,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",HOF,Bullying,hasoc_proxy,latin,unspecified,"almost everyone i met in paris was absolute trash and if they support a republican government, i hope they fucking die",[],Non-Bullying
hasoc_proxy-8372,@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.,HOF,Bullying,hasoc_proxy,latin,unspecified,this nothing to do with my shoes you ignorant twat,[],Non-Bullying
hasoc_proxy-7046,"RT @JareerKassis: If there was an invisible celestial judge who killed those who spew hate on Palestinians, celebrities &amp; politicians would&#8230;",HOF,Bullying,hasoc_proxy,latin,unspecified,"rt if there was an invisible celestial judge who killed those who spew hate on palestinians, celebrities amp politicians would 8230",[],Non-Bullying
hasoc_proxy-3876,"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",HOF,Bullying,hasoc_proxy,latin,unspecified,"america today, the rule of thumb is when in doubt, blame whitey",[],Non-Bullying
hasoc_proxy-9778,"RT @TbhMoose: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&#8230;",HOF,Bullying,hasoc_proxy,latin,unspecified,rt a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be [ABUSIVE] if u pay 499 for a b 8230,['stupid'],Non-Bullying
hasoc_proxy-9161,"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam",HOF,Bullying,hasoc_proxy,latin,unspecified,she said wigga man you richtake the durag off,[],Non-Bullying
hasoc_proxy-10328,This wigga didn't follow me back.. Smh,HOF,Bullying,hasoc_proxy,latin,unspecified,this wigga didn t follow me back smh,[],Non-Bullying
hasoc_proxy-7381,At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,at pussy cat lounge killin it with my girlz and,[],Bullying
hasoc_proxy-8155,RT @Rameyhoe: 22. But we make it and this bitch sits on the couch and turns on Ice Age the movie and asks us if were hungry like we arent t&#8230;,HOF,Bullying,hasoc_proxy,latin,unspecified,rt 22 but we make it and this bitch sits on the couch and turns on ice age the movie and asks us if were hungry like we arent t 8230,[],Non-Bullying
hasoc_proxy-1487,Obama mocked the special Olympics Wendy Davis mocks the handicapped do ya see a pattern? Democrats #tcot #UniteBlue,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,obama mocked the special olympics wendy davis mocks the handicapped do ya see a pattern? democrats tcot uniteblue,[],Bullying
hasoc_proxy-5162,@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,HOF,Bullying,hasoc_proxy,latin,unspecified,yes i m white washed because i don t go around repping my hood and saying a bunch of ignorant nig terms,[],Non-Bullying
hasoc_proxy-2685,Why won't we run the ball? Our offensive coordinator is retarded,NOT,Non-Bullying,hasoc_proxy,latin,unspecified,why won t we run the ball? our offensive coordinator is retarded,[],Bullying
hasoc_proxy-4385,RT @Lizeth0714: NC's weather is seriously fucken retarded. How is it gonna be 40 something today and almost 80 Saturday,HOF,Bullying,hasoc_proxy,latin,unspecified,rt nc s weather is seriously fucken retarded how is it gonna be 40 something today and almost 80 saturday,[],Non-Bullying
hasoc_proxy-1272,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",NOT,Non-Bullying,hasoc_proxy,latin,unspecified,tuku ho idk blah blah blah 128514 128514 128514,[],Bullying
hasoc_proxy-10494,"RT @Scarlett_Iam: 'You'd rather live with trash,, than make it work with a good woman' #DiaryOfAMadBlackWoman",HOF,Bullying,hasoc_proxy,latin,unspecified,"rt you d rather live with trash,, than make it work with a good woman diaryofamadblackwoman",[],Non-Bullying
