text,task_1
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",NOT
RT @O3_Millz: Had to block his bitch ass,HOF
I wanna experience that late 30s &amp; early 40s pussy,HOF
1996 and 1999 World Series Rematch: #Yankees #Braves,NOT
RT @ToriJBerman: @_VintageVixen lmao bummy bitches,HOF
"RT @ProBirdRights: dear Mr. Science: If human so ""better,"" how come they can't be bird? oh I'm sorry was that too LOGIC for you????",NOT
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/sPVogfyXZT,NOT
@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,NOT
@ItsKiaraaaa looks like you took a red marker and colored on your leg,NOT
"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",NOT
RT @Harry_Styles: It was all yellow. http://t.co/xB4dkWuoKi,NOT
Someone probably told him 6 God was trash.,NOT
Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay,NOT
RT @Dasianah_: The most ghetto bitches be pregnant a/f smh poor kids! &#128531;,HOF
"AND #NorthKorea called #Barack a monkey. LOL! 
RT! 
*If the shoe fits! 'Cause it sure looks like he married one! 
http://t.co/F0pGDalfaA&#8221;",NOT
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani",NOT
I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.,NOT
"sarcastic cunt, yes",HOF
Every one of then would just be adding me to their collections of hoes,HOF
My bitch &#128540; http://t.co/2v4VsPamrU,HOF
RT @iKayKing: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl..&#8230;,HOF
"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops.",HOF
These hoes gotta pay for my company!,HOF
"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",NOT
@fennecuskitsune you've got no sole,NOT
"I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo",HOF
Darkies DGAF! RT @Maxin_Betha @80sbaby4life gotta chill wit his yellow #4thofJulyFly outfit man RT @dominicanraf http://t.co/uImF6sDI,NOT
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4,NOT
"RT @InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*",NOT
"Jordan: so Watcha been up to at college
Me: fuckin bitches &amp; stuff, ya know
Jordan: alright seriously

&#128533; @Believes116 #IChooseToBeAbstinent",HOF
@ChrisPowellswag @_cblaze @Dswizzle3 Dawson and Nicky Hickman delete the fake account and and stop being bitches,HOF
"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",NOT
RT @blogredmachine: I wonder if those fans in LA feel like Charlie Brown after Lucy pulls the ball away... #JoeyVotto,NOT
&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,HOF
@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,HOF
"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?",NOT
@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded,HOF
@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,HOF
"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",NOT
change the pussy into a fire hydrant &#128167;,HOF
Such a trash episode of the walking dead tonight.,NOT
These bitches fake one min talking about a hoe next min bestfriends with the hoe,HOF
RT @Estellleeee: Lol bitches act hard when they stay getting they ass beat &#128514;&#128557;&#128514;,HOF
NFC South is trash juice,NOT
I'm pretty sure I've never sat in the friend zone waiting for pussy. You gotta put your dick on the table and see what happens,HOF
Damn I hate a bitch who like to argue and shit,HOF
Early bird gets the worm.... #GoGetIt,NOT
"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating",NOT
RT @O3_Millz: &#8220;@1BookieG: @O3_Millz @xDSmooth idk who gave that bitch my name&#8221; idk who gave that bitch my name or number &#128530; Anti Captain Sav&#8230;,HOF
Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,NOT
Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.,HOF
@DouneAldy what are you doing tonight pussy?,HOF
@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun,NOT
Hoes will be hoes nd ratchets will be........well u know,HOF
@Bullskickass I've decided that #BullsNation are retarded. #love,HOF
#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it,HOF
one man's trash is another man's wife.,NOT
@supreme_tacos @hear_me_rawrrr if you want a hoe go on urban chat. That's where all the hoes are. And Mia can get punched in the boob.,HOF
Had to get that hoe shit off my TL,HOF
@erykadamitio_ @RiRi_Candee why nobody never invite me to no lesbian party. ): bitches.,HOF
RT @__queenshaun: &#8220;@JuicelessEss_: If you ask me every bitch gay.&#8221; true dat true dat,HOF
RT @neiltyson: Just to settle it once and for all: Which came first the Chicken or the Egg? The Egg -- laid by a bird that was not a Chicken,NOT
@SteveWorks4You Stockboy...everyone mocks you.,NOT
RT @RIPvuhsace: Math is fucking useless.... algebra 2 not gon help me pull bitches the fuck....,HOF
I think I'm gonna walk around the house free as a bird.,NOT
"on the low, wassup with you hoe?",HOF
RT @J_Kwest: @HarveyWordman b in da pussy 2 mins like http://t.co/dnrCMkg5oo,HOF
"Cruising in my go kart at walmart selling cupcakes, go ahead admit faggot, this shit is tighter than butt rape~",HOF
"A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I'll rather just have hoes.",HOF
"when you're stupid, you don't know it. life is so easy. have you ever seen a depressed retard? i envy that.",HOF
Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL,HOF
&#8220;@ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping&#8221;&#128514;,HOF
"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag",NOT
"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",NOT
@TheMoeeee bitch go shoot some balls of paint. Ole hobby finding ass,HOF
Real niggas speaking bitch u better listen....,HOF
"MiNo's &#8220;@daboss_s: &#8220;@willyroast2: Caption this==&gt; http://t.co/qr3OegnJLi""&#8221; Nah bitch...we're gonna keep our virginities&#8221;",HOF
"RT @duttyOGshake: ""pussy ass nigga"" http://t.co/G0KL3ZbTAo",HOF
"I mean...If you blow a foul there, it has to be a yellow in that situation no?",NOT
RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,NOT
"@_fckwatchuthink @Huntermoore or you know, you could just go drink bleach bitch",HOF
RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,NOT
RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV,NOT
&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash,NOT
@MahNameIsJared be my guest. I want to be a bird I think,NOT
I can see ya hoes &amp; all of em nothin'.,HOF
#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,NOT
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE,NOT
Dj Khaled a fool .!!! 500k for a ring for Nikki? That bitch spends a good million on her ugly ass wigs &#128514;&#128514;&#128514;,HOF
"#DegenerateArtist KNOWS words&gt; Bo Jingo dangle fan slang ho, ting pang lick drum swing flick alarm bic&gt; But you can't hear fire can you?",HOF
@ThatSlutAdrian bitch those are the same options,HOF
Gonna drink and talk about bitches that I've almost had.,HOF
I went outside and got mad bc this weather is trash,NOT
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",NOT
getting every dolla out this bitch,HOF
"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!",NOT
@Oskzilla you wish niggah!!!,HOF
".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar...",NOT
@billyrunaway Hope she's larger than a bird.,NOT
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,NOT
"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",NOT
RT @TheFatKidJames: @Von_VonRichter Bro fuck you for leaving! Lol no but have a great time up there and don't forgot about the bros back ho&#8230;,HOF
RT @Master11_: Slowly moving down the list in bs and hoes .... I already know Nolan and Lamar stock is rising lol,HOF
The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,NOT
"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u",HOF
"RT @SimpsonsQOTD: &#8220;That's a very nice jig, Kearney. Now isn't dancing much more fun than bullying?"" http://t.co/dk7rcqM1FS",NOT
RT @pellucidstyles: they might be called 5 seconds of summer but their songs are 3 minutes of trash,NOT
I just want vanilla Oreos,NOT
RT @daqraca: How can anyone hate Charlie Sheen http://t.co/AF4T3MtmxU,NOT
' I will never date a female with another niggah name on her lol . Wtf .,HOF
"White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2",NOT
RT @SickDrawings: 3D bird &amp; feather drawing http://t.co/tcPRVBGspt,NOT
@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.,HOF
feelin all warm and fuzzy inside...,NOT
been a long December hasn't it? counting crows (:,NOT
"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;",NOT
RT @LeKarmaSucre: trash liars RT @learnteachwin: these law students are terrible liars #HTGAWM,NOT
"Yeah im livin right, these bitches dead wrong",HOF
@kincade00 don't watch me watch tv hoe,HOF
RT @KingHorseDick: If he tell u that u got some good pussy but he never try to hit again.. what that mean?,HOF
RT @ruckin_andrew: This bitch has a death grip on this niggas balls. Smh http://t.co/uh6OSApcMw,HOF
RT @BruceVH: Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.&#8230;,NOT
RT @__Independentt: Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg,HOF
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",NOT
"'Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http://t.co/zLpFZsITOm",HOF
"~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow &amp; white. A Coll http://t.co/H0dYEBvnZB",NOT
#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,NOT
@ItsMeGrizz dink now uknow thats not true,NOT
"I love me some fresh pussy, all you can eat buffet.",HOF
RT @TiffaniRenee3: @Victoria_Finae @drrrruuuu jealous bitch. &#128514;,HOF
Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,NOT
"Sit on my face, M U A H, before i eat da pussy, i say my grace &#128591;",HOF
A basic bitch will piss me off every single time.,HOF
@ReiddH i agree my fellow cracker.,HOF
"Get here! MT @NevadaPR: #Sierra #skiers, @VirginiaCity offers a fun break from the slopes. Sweet #deal: http://t.co/otJ5Uxqbna
#TravelNevada",NOT
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,HOF
@ariennajanee its mutual my lil yellow bone&#127827;,NOT
RT @ohmyjizzitsliv_: You're the biggest cunt I know,HOF
RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,NOT
I live for two-bite brownies,NOT
@Lissette__glz @joshmtz1199 you hoes ain't loyal &#128075;,HOF
"My partna from Mississippi told me 2weeks ago, ""I got 2 weeks to fuck all these ok hoes, 2014 I'm stepping my game up"" &#128514;&#128514;&#128514;",HOF
RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,NOT
RT @wintervphillips: *steals your bitch*,HOF
"&#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;",HOF
Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,NOT
@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,HOF
Ruby is not ugly #bunga bunga,NOT
@Adrian1_knowsu nigglet &#128530;&#128536;,HOF
Finna favorite my last tweet so niccas will kno I been knew wassup,HOF
"RT @NateKlempa: @ROOTSPORTSPIT must not realize how much #WVU games mean to all of us ""hillbillies"". The @Pirates play 162 games a year. Sh&#8230;",NOT
"RT @SSNAlerts: Rick Scott takes 49% of vote, Charlie Crist takes 46%. Scott wins second term: http://t.co/MmkyGCYVG1 #sayfie #FlaPol http:/&#8230;",NOT
"Tracy Morgans car wreck and the press was covered by Zappa in the 60's...""Some joker with a brownie and ye'll see it all complete""",NOT
RT @BriannDominguez: Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,NOT
RT @pipethefckdown_: People who focus on skin tones for dating someone are fucking retarded and brainwashed. &#128076;,HOF
Why do yall bitches act so childish,HOF
RT @Food_BibIe: Oreo Ice Cream Cake http://t.co/sW0A1HQhyy,NOT
@YeridZee bitches better watch out because we're running the tables tonight! &#128521;&#127867;&#127866;&#128588;,HOF
@OVOtilUOverDose @flossinlawson11 niggers*,HOF
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",NOT
I spy a couple thirsty hoes on insta.,HOF
"All bitches do is graduate, get pregnant n become CNAs &#128557;&#128557;&#128557;&#128557;",HOF
RT @TRAPLORDHOE: When your main bitch friends see you at a party ... http://t.co/DW7Fu9l9Y2,HOF
them jants be clutch for bedtime tho &#128514;&#128557;,NOT
Gansitos are ATG beaner candy,HOF
"cut up porkchop, canned pinto beans, a small can of carrots, can of corn, celery, a potato. cayenne powder + crushed red pepper",NOT
we dem birds.,NOT
I love money fuc a bitch I won't stress myself !,HOF
@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography,NOT
whheeet bitch you LYING,HOF
@Machell1123 i hope you get better soon! colds are for the birds,NOT
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | cumshot on beauty pussy closeup http://t.co/UonsdrAuV0",HOF
@ChickenColeman if McCoy wasn't trash that's a TD,NOT
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,NOT
I sho do miss my Uncle Tom,NOT
@heavensenttynae you kno I love stuffed clams bai,NOT
@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!,HOF
Nannie bitch don't talk to that hoe with ha extra bs ass @lilmenifee__ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039;&#128175;&#128079;&#128581;&#128078;,HOF
Which mean you hoes too STUPID ion want it around me #youhavejustbeenBLOCKED &#128679;,HOF
iMessage so trash,NOT
RT @KvTrK24: Ross pulling hoes @DreWill52 @Awight54 @Da_KodaBear http://t.co/YefRlbvDvb,HOF
RT @ahmiryoung Lakers on....I thought trash day was Monday,NOT
"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",NOT
"RT @Whitesidemzu: Me: MOM CAN YOU MAKE ME A SANDWHICH!!! *doesnt hear* *whispers to myself* ""deaf bitch"" Mom: WHAT THE FUCK DID YOU JUST SA&#8230;",HOF
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,NOT
All it take is for one bitch to open her mouth and niggas start fuckin up.,HOF
5SOS is trash,NOT
"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",NOT
RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb,NOT
""" broke bitch cant tell me nothing """,HOF
this bitch... lol,HOF
"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",NOT
No skimp shit here bitch,HOF
"RT @Booskerz: ""@DailySexSupply: Girls that fuck back &gt;&gt;&gt; &#128525;&#128525; http://t.co/pI064ylhF6"" @iDocLyfe your last one was trash so here",HOF
@thejess_lynne @Hunglikerobby_ @triple6em96 @Itzmeggo no you threatened us bitch?! Don't try to make it what it's not &#9786;&#65039;,HOF
"&#8220;@_Dominiquecs: @Thompson_Era hahaha! She to much of a thottie for you!&#8221;

Never fear Captain Save-A-Thot is here to save that hoe &#128526;",HOF
Free wop,NOT
Gucci mane on a bitch,HOF
RT @bubble_wrapMe: These hoes ain loyal,HOF
There was a reason why I blocked this bitch,HOF
"RT @reshell_: ""@1inkkofrosess: My ears look good &#128525;&#128525;&#128525;&#128525;&#128540;&#128541;&#128513; http://t.co/fP3R6mkBaC""bsa hoe in yo background",HOF
I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,HOF
"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",NOT
I want Oreos!! Who can help me,NOT
Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;,NOT
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL,NOT
My bad dawg. That's yo hoe &#128564;,HOF
RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,NOT
RT @SwallowMyChakra: Crying RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?,HOF
"@YouBoysInGreen hahaha, made ya eat crow....",NOT
These hoes worried bout the wrong things in life,HOF
RT @BrosConfessions: Ungrateful bitches ... http://t.co/aQCGKBxkcm,HOF
&#8220;@Runyacheckup: &#8220;@Shane_A1: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out,HOF
RT @_VibeWithMe_: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;,NOT
@EverybodyHatesV I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,NOT
"RT @JonnyFootbalI: Fuck bitches, get touchdowns.",HOF
I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,NOT
Doug Martin trash,NOT
Houston has so many trash drivers,NOT
RT @StunningStina: We all know you're fucking a bitch right now LOL,HOF
@ladysofchoice r u that ugly that ur avi is a bitch,HOF
You and that BBW shit can get TF off this planet. Take these stud hoes with you too.,HOF
RT @elleeebeee: flappy bird make me just smash my phone into my face,NOT
RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,NOT
"Hey. 

Aside.

This was my graduation cap. Like fuck you, bitch, Detroit What. http://t.co/fvNpE7ukn7",HOF
Yall hoes got nothing better to do than to gossip and play telephone.,HOF
Fuck them bitches&#128557;&#128557;&#128557;,HOF
"People asking for donations for Christy Mack,get real the bitch made thousands of dollars for having sex.
Bitch better be Fuckin me",HOF
"' I hate a "" Guesss who just tried to talk to mee "" ass bitch &#1041190;&#9995;&#9996;&#65039;",HOF
RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,NOT
&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB,HOF
Oh it's coon bike week in Charlotte ok makes sense now,NOT
My bitch ass buddy pmo,HOF
"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",NOT
"RT @Roulettista: Mertesacker saying ""give him the ghetto fist"" is still goat",NOT
sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves or dies.. I hope dat bitch dying slow right now,HOF
Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;,HOF
"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!",HOF
@kitty_hello14 bitch I ain't arguing with you .. Fuk on! You said some slick shit n I addressed it .. #Simple,HOF
&#128553; monkey mad,NOT
RT @imnussie: I kno u wanna roll w/ a bitch like me!,HOF
RT @NYTMinusContext: kill whitey,HOF
RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t,HOF
"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",NOT
"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",NOT
@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,NOT
"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO",NOT
"RT @TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",HOF
#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it,NOT
"RT @grindingdude: #13Hours of hell. Obama flat out lied to get reelected. #killery &lt;What diff does it make now? 

Karma, it's a bitch! http&#8230;",HOF
"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;",NOT
#TjohnGang&#128520; lil bitch follow me ! http://t.co/sd8UhT4DNY,HOF
"RT @tsgnews: UPDATE: Collegian dressed as yellow Teletubby will face charges for break-in, theft of Chinese food leftovers... http://t.co/S&#8230;",NOT
"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.",HOF
RT @letsquotecomedy: Trying so hard to resist the urge to smack a bitch http://t.co/LtDBNLmOVu,HOF
RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,NOT
"RT @DFkinLopes: Me: You're a hoe
Hoe: You wasn't saying that August 12, 2014 at 7:22 PM
Me: Well you're a hoe today on October 1st 2014 at &#8230;",HOF
"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",HOF
RT @Perspective_pic: Retweet if you see the bird. http://t.co/o7reXL0teu,NOT
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",NOT
"RT @LalaCoutureeXO: ""if your gf/bf don't like or talk to that bitch/nigga, YOU don't talk to that bitch/nigga!""",HOF
"If her bio says ""Only God can judge me"" she's a hoe.",HOF
"RT @OgMonday: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221;&#128128;&#128128;",HOF
Chillin wit my bitch who never hesitates tonight.,HOF
I feel like a bitch that just got her heartbroken a day before her wedding,HOF
Don't trust these hoes,HOF
blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn,NOT
Remember when I would spank everyone in meme wars? Because I do #faggots,HOF
RT @ReggieRipBam: All I ever do is fuck bitches &amp; count stacks,HOF
RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv,NOT
"@SemiMooch and I believe we all evolved or whatnot, but I find it hard to believe that we all came from apes",NOT
@ToddIrwin1 NFL... Forgetabout they got until February. It's the pennant race. Let's Go Yanks.,NOT
"I got a gang of old ass drafts, all trash",HOF
"Nuh uh RT @MissSneed: still counts. RT @WeavusChrist: I&#8217;m only a hoe on twitter, bae",HOF
"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?",NOT
"Katy's grand exit tonight from Firehouse &gt;&gt;&gt;&gt;

Hasta la bye bye bitches &#128514;",HOF
"RT @eidolon_ebooks: dreamt i was in a trash bag, btw.",NOT
"RT @gnuts_2: RT""@Ashspeaks_: To these hoes I'm everything""",HOF
if ur girl watch Snapped in front of u she trying to spook u!!!,NOT
I have one more day of fucking school. God nansemond is fucking retarded,HOF
"&#8220;@WORSTRAPLYRlCS: http://t.co/hE19TIfqFX&#8221;

How is this trash...",NOT
@ThaReal_GaPeach got it! thanks Hun! ima text u,NOT
RT @iLikeWGW: retweet for big booty bitches,HOF
"you know what your doing when you favorite a tweet, tryna cheat ass bitch haha",HOF
"RT @RiddMcCoy: Where is everybody getting this ""fuck her right in the pussy"" sayin from?",HOF
Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB,NOT
I'm so mad cause hoes think it's funny,HOF
&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;,NOT
",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",HOF
Does it bother anyone else that the planet of the apes timeline makes no sense?,NOT
@DatBoyRayT bitch ass nigga Rico &#128530;,HOF
f u tumblr bc my blog is black &amp; white but there's so many great colored things I could reblog fml,NOT
&#8220;@nypost: If you used the ObamaCare website you should definitely change your password http://t.co/VEd4Yyztok&#8221; hahahahahah that's sad #boon,NOT
Freshman year I remember like it was yesterday. I was lowkey plotting on the baddest bitch. But some clown ass nigguh swooped dat up lol,HOF
"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",NOT
"I'm sorry but if your costume is a ""naughty school girl"" this yr I will forever consider u a basic bitch. #becreative #followers",HOF
"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",HOF
@KingHov1313 @Pr3ttyN33 song trash....,NOT
All Okies are trash.,NOT
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",HOF
RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.,HOF
"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",NOT
"RT @lovexlilyy: &#128514; what gerry sends me, that damn jig a boo&#128514;&#128529; http://t.co/6LYzRxJ5Wn",HOF
