text,task_1
"Not trash, just plain as fuck for $225. And come on, no elephant print on a 3?",HOF
"RT @xDSmooth: #shoutout to that niggah @1BookieG 
Go follow",HOF
"Tony Parker is making Norris Cole his bitch with the one on one, or just takin him off the dribble an breaking some damn ankles! #GoSpursGo",HOF
RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;,HOF
"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller",HOF
Like Nike bitch just do it!,HOF
"Amennn!!!!! ""@WomenLoveBrickz: If your girlfriend doesn't like that bitch, you don't talk to that bitch""",HOF
"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",HOF
I tld that hoe 2 wrongs dnt make a rite now she wanna sing,HOF
@_tiffnasty some niggas didnt desrve to have that bitch in the first place,HOF
@gallinofmilk fight me hoe,HOF
Don't fuck with girls that wear beanies,HOF
"This bitch fell straight through the chair... Im high, of course I laughed..



Even if I wasn't I would've still laughed.",HOF
"All my young boys round me saying ""get money and fuck these hoes""",HOF
RT @lucybeeee: &#8220;i hate when i lose something and my mom says &#8220;well i guess it wasn't that important&#8221; like bitch you lost me in a grocery st&#8230;,HOF
These niccas want war give me what you got #WeTheLastOnesLeft #UMightNotGetIn #BeerandTacOS http://t.co/xwTa1PUDZU,HOF
RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt,NOT
maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH,HOF
Haha a private industry birthday is needed to all who have celebrated our bday the past month I can't wait for ours! I see you nig**s lol &#128513;,HOF
Nicca n dis bitch playin games on his phone,HOF
"they probably hate me even more because not only do I look white (when I'm technically a poc), but I have white hair now I'm double cracker",HOF
I don't want a bitch that's erybody bitch !,HOF
"In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme",HOF
@sbsylvester @kieffer_jason bitch fuck that blog where u be at meet up and get your round,HOF
Niggaz been making trash lately. Well not everybody but some lol,HOF
"RT @Yankees: Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his @MLB career!",NOT
oh.... Trash you say... This trash gonna keep driving thru ky.. &#8220;@corey_emanuel: @LifeAsKing she's trash. Just gotta ignore her.&#8221;,HOF
Haha bitch ass gucci,HOF
RT @thecoreyholcomb: It's a got damn shame bitches wit raw ass dick sucking skills are not wifey material.,HOF
He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol,NOT
Arguing over a bitch with a glued on butt,HOF
RT @NinerFans: #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;,NOT
@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,HOF
@Hendrixoxo bitch why did you not fav or retweet this,HOF
"RT @kanYeBreast: seeee RT @phontigallo: ""Let that bitch hop in your mentions one more time, hear?"" http://t.co/VqHWqhvnwB",HOF
"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",HOF
RT @flygurlWilliams: If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?&#128563;,HOF
RT @_____redd: killing these bitches go body for body &#128530;&#128524;&#127911;,HOF
@DeeRay_FRESH - pussy &amp; purp.&#128514;,HOF
@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch,HOF
RT @TMRoja: I'm all cock and pussy like in my tweets; and all penis and vagina like in DMs &#128586;,HOF
RT @Pointstacked: Follow this fag @ShinSnipes it's his birthday today,HOF
RT @MoneyMakers_Ent: Bitch you're retarded RT @TheVinnette: Men that cook should wear panties too&#8221;,HOF
All you ladies pop your pussy like this,HOF
Till Michonne gutted dat hoe,HOF
How she stay faithful with a room full of hoes,HOF
"RT @ImToBlame: RT @latry: Hispanic women just have the great pussy and wife skills, white girls own the dick sucking and black chicks....ca&#8230;",HOF
"@moneydriven lol profane words, bwahahahahahah mad gay faggot fuck boi. Get at me bitch ass nigga.",HOF
Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.,HOF
Shut up birds it's bed time.,NOT
Inbed eating left over poppadom. #livinthedream,NOT
"Shut yo ""new year, new me"" lookin ass up bitch. &#58386;&#58386;",HOF
The most broke people have the most to say bitch nigga how can you afford to speak,HOF
"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;",HOF
Kobe is fat &amp; Im white &#9996;RT @jwill252: Some people just retarded lol RT @TheTrackMamba: Y'all really think Kobe Fat tho??? Give me a break!!,HOF
"RT @RonTheAnchorman: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;",HOF
RT @unanswerdverses: did that bitch ever get out of ludacris's way?,HOF
RT @joytooawesome: @im_jessicaaaaa @vintage_monroe_ bitch no I'm talking to her !,HOF
I used to think that bitch was bad ... But not no moe !,HOF
"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",HOF
@_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;,HOF
And little bitch ass @_TriggaPlease_,HOF
@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;,HOF
RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;,HOF
RT @DomBeets: I wish someone would make a song about how these hoes ain't loyal,HOF
"RT @MATTerbate: ""Omg October is gonna be the best month ever"" 

Basic bitch",HOF
I swear I care about everything else but these bitches &#128075;&#9996;&#65039;.,HOF
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",NOT
Shutup faggot RT @black_taco_: To fumble @Thotcho: Took them a while&#8220;,HOF
Facts can be a bitch sometimes. http://t.co/zZkAgXiVlU,HOF
Since you gave me the pussy that ass getting fatter,HOF
@AmandaShow__ bet that some good pussy!!!,HOF
Awwwwww they no Kaep ain't rape no bitch!!!!,HOF
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,NOT
RT @thereal_EMandM: Settling down is for pussies,HOF
@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em,HOF
@karlamorenoo just look for the realest niggah on rosecrans that be me lol,HOF
1996 and 1999 World Series Rematch: #Yankees #Braves,NOT
"&#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds",HOF
"""Don't you ever give my pussy away. You keep it tight, alright?""",HOF
@ratchetandsassy @ me hoe,HOF
yea so about @N_tel 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol,NOT
Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.,HOF
"""IBS"" irritable bitch syndrome.",HOF
....is now tweeting from a tablet....baller bitch!,HOF
I'm getting tired of you telling what the fuck I'm doing every time I'm doing something lol. -peckerwood guy,HOF
@mis_sarahd @basedpapi1017 tranny,NOT
RT @VersaceSilk: When you try to tell grandpa that 70s music was trash https://t.co/kYULQZoBC6,NOT
@ImSoLK @OgHasnt fag,HOF
Yankees season over tho. So yeah.,NOT
RT @mzkiccz: I don't tell bitches I show bitches&#128524;&#128133;,HOF
Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;,NOT
Y'all dumb bitches out here FUCKING UP,HOF
I dont kiss none of these hoes &#128567;&#128586;&#128069;&#128581;,HOF
@Vexda go jerk off to lollis faggot.,HOF
Fear no bitch,HOF
This work shit for the birds....ion think it take 8 hours to do nothing....,HOF
@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey,NOT
RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;,NOT
#xfactorau sick of guys who sing like pussies. Where are the rock type men?,HOF
Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;,NOT
"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin",HOF
"My favorite is #picslip that's a dumb bitch, who just posted a pic and isn't sure she should have or not!",HOF
"@freddurst shut up faggot, no one cares",HOF
"RT @Neonte: We was wearing shorts about a week ago,week ago.
Grab ya hoodies Cause it's freezing hoe, freezing hoe &#128514;&#128514;&#128514; http://t.co/eC7dT54u&#8230;",HOF
You little twats.,HOF
RT @TedOfficialPage: Your opinion is irrelevant because you are a cunt,HOF
Bum bitch won't even my type,HOF
"I don't feel like all black people are niggers but if you're black and you're being a nigger, imma tell you, idc",HOF
"Day juan at the Jim, and Im in total bitch mode for hopefully a week. Ty @RealWallieWall",HOF
@StarLavaFox if the bitch don't like it she can't be my bitch,HOF
&#8220;@comedianjayski: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes,HOF
"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",HOF
RT @AskWhy05: I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it,HOF
@EaTMyTweetZz Huh? I been with Verizon for 4 years bitch.,HOF
@thewagnerer fags***,HOF
Cute ass niggah. http://t.co/h0SQoPTYfX,HOF
"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",NOT
"RT @SportsCenter: BREAKING: Japanese ace Masahiro Tanaka will sign with the Yankees for seven years, $155 million. (via Fox Sports)",NOT
RT @RichHomieMeezy: @54OO_Mauri my internet aint get transfered yet pussy,HOF
RT @_Creamm_: @Victoria_Finae dont mind my retarded ass&#128514;,HOF
Bae gotta bitch &#128514; whoops &#128564;,HOF
' I will never date a female with another niggah name on her lol . Wtf .,HOF
"Idgaf about you, or ya mens, ya bitch, none of these bitches. Y'all all can fuck off for all i care.",HOF
Where this hoe Benga at,HOF
&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,NOT
Bro what in the fuck y'all bitches thinking ... That is not ok,HOF
RT @IzzeTheProducer: You wonder why I call you bitch ... You wonder why I call you bitch -2pac,HOF
Why niccas be hating tho lol .. Let me live homie,HOF
"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld",NOT
RT @rose_shayna1: Never cared about how another bitch saw me. I know who I am,HOF
tears &#8220;@TheDouch3: #RelationshipGoals RT @queenallyssa @TheDouch3 don't call me sweetie you fucking retard&#8221;,HOF
"I ain't going to movies, hoe we straight sexing.",HOF
Aren't these little border jumpers supposed to be in school,NOT
Eattin all this pussy im startin to get chubby,HOF
RT @zeemonstaa: There no such thing as too much pussy .,HOF
That nigga talkin like a hoe Tell that bitch nigga speak up,HOF
"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",HOF
Had to get that hoe shit off my TL,HOF
@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;,HOF
@riseofthefags69 stfu prude ass basic ass bitch,HOF
@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar,HOF
fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE,HOF
@denytheprophecy that's a dragon you retard,HOF
"RT @OhLeyo_: @vin_chenzo1 I'm a joke having hoes ain't shit, I'm just looking for the first girl I loved when I'm in these bitches. That's &#8230;",HOF
"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",NOT
@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,HOF
"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!",HOF
Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;,HOF
Little bitch!!,HOF
100 days til Christmas bitches,HOF
"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;",NOT
making the shittiest pigs in a blanket but they're gonna be good. i'm not tryna impress Gordon Ramsey's bitch ass i'm trying to make poop.,HOF
@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,HOF
Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO!,HOF
@Amizzyy_ Lol that hoe did numbers,HOF
Fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him! Baby rattlers will kill you man!! &#128563; http://t.co/pWFO8JHaOA,HOF
@On_Point_Prg @Fempop @WendyDavisTexas Did you take a picture of your pussy I hope you super sized it because it's huge grand canyon size,HOF
@LornaLovesMatt @delon03 @aaryneliza poor poor parker has nothing...without aaryn 2 bitch about no 1 would even know he was around a looser,HOF
@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave,HOF
Fuck that stupid bitch.. &#128530;,HOF
Dumb ass hoe,HOF
Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme,HOF
&#8220;@Weakass_Drex: If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&#8221;&#128514;&#128514;&#128514;&#128514;,HOF
Told ya months ago Charlie wasn't bullshittin.. Bevo is next,HOF
"Man, aunt petunia is a royal bitch.",HOF
For you bitch niggas out there &#128527; http://t.co/6wI3EPalwo,HOF
If you can't turn Instagram likes/follows into some real life shit #trash,HOF
Why is Baltimore so damn ghetto &#128514;,HOF
@caraabastow That's a cute and fuzzy one...hehehe ;),NOT
"Lol @ ""active"" RT @SherinaVictoria: Idgaf about an active hoe as long as she's not fucking my man. need to learn how to mind your business.",HOF
http://t.co/ARKGfY02pT&#8221;girl cheeks gone be cold than a bitch,HOF
@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple,HOF
*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots,HOF
RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;,HOF
"They fail to realize Ion want ""Friends"" bitches switch up quiccer than I change the channel &#128175;",HOF
"RT @Heissarcastic: If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1 &amp; 2 are lies
4) You're a pussy
5) Your Mom hates you&#8230;",HOF
If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#128514;,HOF
Even gtta AK sittn at my bitch house,HOF
These bitches think they know snap. Ha bitch I am snap,HOF
@FernandezIce quit being a pussy,HOF
"n I cant even enjoy the reg House Hunters, which is 1 of my fav shows..because I know House Hunters International bitch ass comes on next",HOF
Literally was in the best mood and bitches literally killed my vibe,HOF
@ITS_MAKEPEACE i donno who demz iz? But ima bout to get white gurll ghetto on there asses when i find out....,HOF
Bullying laws are for pussies.,HOF
@richiechristie1 I should've &#128553; that bitches wallet was tigher than her pu$$y,HOF
Tires fly when I mash the gas... My motor hot and these hoes fast,HOF
RT @vincestaples: In other news your bitch cook for me.,HOF
RT @Shakilaahh: - LOOOOOOL&#128557; 2nd best tweaking hoe vine&#128557; https://t.co/m6Anq9CQS9,HOF
omfg RT @DFkinLopes: Your feet bitch RT @NIPSLlP Whisper something dirty in my ear &#128523; http://t.co/xrIykfgg3Q,HOF
Nigga yu bitch made &#127797;&#127797;,HOF
@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!,HOF
@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube,NOT
@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;,HOF
RT @govs310: You shouldn't bitch about anything until you're in a 21 person group chat,HOF
That pussy can't be that hairy shit gotta stink lol,HOF
Lmaoooooo lil Dave you a hoe for that,HOF
They trynna hoe Geno TD throw,HOF
killers don't pillow talk.. wit dey bitches,HOF
@MyKat_Meows bitch,HOF
Man bitches love Beyonce....no punch line,HOF
When the teachers aid trys acting like she's the teacher... bitch please,HOF
&#128514; bruh these hoes gotta be stupid.,HOF
I already know Wilson gone hoe later on let me gone get my ammo,HOF
RT @Sialovely_: I could literally be crying one minute get up wipe my face &amp; walk out the room like bitch turn uuuup &#128514;&#128514;&#128514; idk it's weird.,HOF
"RT @KattWilliams: I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?",HOF
Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,NOT
@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.,HOF
@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done.,HOF
"Bust a nicca head,smack a hoe and shoot the club up! &#128514;RT @Yes_Yes117: @DaRealQuitaM @VonshayeB So what we doing??",HOF
one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.,HOF
"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot",HOF
@JustKarahn bye hoe,HOF
Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;,HOF
"&#128514;&#128557; RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got, buying this shit. &#128530;&#9995; http://t.co/uZvnXQFMFn""",HOF
@c_drew_ I'm guessing so. The players are talking trash.,NOT
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",HOF
If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,HOF
Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.,HOF
@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level,NOT
"Mitt Romney Gone take away weave if he become President, hoes gone be walkin around looking like Lil Bill &amp; Calliou...",HOF
"@StPaul_Brandon 
She colored not Lebanese",NOT
RT @pgammo: That the Yankees have won four straight Shane Greene starts and 7 of 9 speaks to his stability in a season of starters' emergen&#8230;,NOT
"I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch.",HOF
I can't fuck a scary hoe.,HOF
"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real.",HOF
@JacobbBacker faggot,HOF
it's a brand new day and the birds they chirpin,NOT
2 beer queer,HOF
I wasn't born last night I know these hoes ain't right,HOF
RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM,NOT
"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm",HOF
Worlds biggest faggot lol,HOF
"""@QUAN1T0: These bitches don't care they just play that role.""",HOF
@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,HOF
Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.,HOF
"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ",HOF
There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,NOT
RT @KiingVon: These bitches so fucking stupid smh http://t.co/ClvrfbOQBL,HOF
RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA,HOF
"RT @charlie_danger: Beautiful wall color &#128525; ""@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v""",HOF
@deIukesionaI more like emily is a little twat,HOF
@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland,NOT
Broke bitches that talk shit those the ones that I stunt for &#128526;,HOF
God my tweets are so ghetto,HOF
"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;",HOF
RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;,HOF
"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;",HOF
"RT @SSparklesDaily: The most beautiful women I've met have bruised souls, tired eyes, &amp; quiet smiles. The survivors. The ones who know abo&#8230;",NOT
Gator's bitches better be using jimmies,HOF
Nigga gotta find them hoes quick,HOF
I just want some Oreos &amp; milk honestly. Just stop by the store &amp; pick up some on your way back lol,NOT
Kentucky Fried cater to da white folk. No colored menu,NOT
@GrizzboAdams roid rage much faggot?,HOF
"RT @MensHumor: Kim Kardashian had a baby...in more important news, I took out the trash last night.",NOT
"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",NOT
on my way to fuck your bitch http://t.co/xiDFePYYiE,HOF
RT @SOMEXlCAN: Who needs Twinkies? When you got Gansitos?,NOT
RT @IdGaf_IMYella: To be honest niggas are the biggest roaches these days.. They be with bitches just to have someone to put shit in their &#8230;,HOF
@amandabynes i can give you some of my clothes so you can look like a cute dyke,HOF
"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",HOF
"RT @PhillyDaBoss323: LOL favorite line tho ---&gt; RT @_bendoneit
You say no to ratchet pussy, juicy j cant.",HOF
RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.,NOT
RT @iAMxJONES: I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight &#128293;&#128293;,HOF
"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;",HOF
@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,NOT
"RT @SteveStfler: A hoes favorite line is, ""Don't judge me, you don't know what I been through!""

Yeah I do... a lot of dick.",HOF
My bitch bre been ina good mood they free'd her young hogg &#128175;,HOF
"Hear the birds on the summer breeze, I drive fast",NOT
Broner would still knock half u niccas out,HOF
"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",NOT
Fuck around and waste my time and I'll fuck that bitch you hate and that one friend you love&#9996;&#65039;,HOF
these pussy ass niggas ain't bout that life,HOF
I heard bitches commit sins for Chipotle,HOF
RT @NicoRomero23: EDM music is trash af and annoying,NOT
&#8220;@staciaburbidge: fat chance you'll ever catch me drinking a beer&#8221; same bitches,HOF
"I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster",HOF
RT @TacoPablo_: Rich dollaz always trynna snatch a bitch. Like he a bitch &#128514;,HOF
Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,HOF
This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,NOT
"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",HOF
My sex game better than yo ex niggah,HOF
GUYSSSSS YOU KNOW WHAT THAT MEANS &#128515;&#128515;&#128515;&#8220;@itslizkhalifa: @07Cannon maaan :( most of my friends are hoes this can't be true &#128554;&#8221;,HOF
hoes in my iPhone...,HOF
"RT @ReginaldSpears: If Hank Jr. was half the man his daddy was, he'd bitch-slap Brantly Gilbert for having his name in his mouth.",HOF
Biggie was and always will be the flyest cunt in rap. #biggie,HOF
"RT @andrenickatina: Bitch at MacDonalds say..""U look a lil devilish 2day homey""..Oh well bitch..I WOKE UP LIKE THIS-I WOKE UP LIKE THIS(Bey&#8230;",HOF
"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",HOF
And someone from my class is literally sitting across from me on the bus so I can't even call dad and bitch,HOF
RT @yung_gleesh: If rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at &#8230;,HOF
@chris_hardardt7 pussy?,HOF
I hate when those little white kids try and act black. Like bitch YOU ARE WHITE,HOF
@thrillllllllll oh yea I forgot u decided to have math a hoe instead of football! My bad!,HOF
"RT @Stoner_Xpress: If she doesn't know what ""dab"" means...Fuck that bitch http://t.co/RMAUTzjcpy",HOF
Just cleaned my fingernails with a knife. #hillbilly @shanemoses625,NOT
make ur bitch want some more &#127908;&#127911;,HOF
"RT @RealNiggaSherm: ""@1stBlocJeremiah: @RealNiggaSherm you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit",HOF
Nelly got all the hoes singin lol,HOF
"Y'all folks basic , ya parents both racist , I'm lawyering these hoes out here , beatin cases",HOF
RT @miilkkk: Cuz bitches love pizza http://t.co/0TkuM7Lh1F,HOF
"&#8220;@VishalDaGod: fuck a #WCW dats my bitch , not my crush&#8221;",HOF
RT @RealJackNeisen: Damn... that's a cold ass honkie,HOF
"Nigga fuck hoe , ion want fuck yo hoe , she a fat chick &amp; she bad built &#128080;",HOF
@Meeeesh1395 @Ajbernal17 bitch im always out,HOF
@Huntermoore bout to be in ike a couple hours,NOT
Lets these hoes be hoes thats all we know,HOF
RT @NunuB__: When you cracking jokes on your friend in the bitch take it to far. http://t.co/7VXUf6W048,HOF
RT @_danieebro: all these bitches fake if you ask me,HOF
How come I won't pray but find time for a bitch,HOF
@YGJOHNSTON that white bitch is a G for choppin that whole line of niggas &#128514;&#128514;,HOF
@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps,NOT
RT @Ovoxo_alamillo: When hoes talk shit about other hoes... I'll just leave this here.,HOF
"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",NOT
"RT @Anointed_Mouf: Would be so happy, so many bitches would be humbled RT @djdmt: How would you feel if they discontinued the sale of weave""",HOF
@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND,HOF
I could b out here like some of these chicks...in the streets slingin pussy for a couple dollars but im not,HOF
RT @Ilovebamf: Like no bitch you didn't make the cut.&#128075;&#128129;,HOF
"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy",HOF
@CHILDISHCUDl @CheefPolo bitch mind your business,HOF
RT @Guwopp1017: Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself &amp; stop being a pussy!,HOF
Get on your shit hoe.,HOF
"&#128588;RT @Ke2yourheart I don't want my man txtn, tlkn, lookin, yet alone speakin to you hoes. I'm not insecure at ALL. y'all hoes CANT BE Trusted",HOF
Here we go brownies here we go! WOOF WOOF!,NOT
"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",NOT
"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",HOF
@AustinBurge44 either way both schools are trash &#128521;,NOT
&#128064; bitches giving back rubs ?,HOF
RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,NOT
I like bitches with &#128184;,HOF
Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,NOT
@Mijo_LGI all I heard was I'm a bitch nigga,HOF
Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK,NOT
"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",HOF
